Location,Location Latitude,Location Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category,Radius Category
Charlottetown,46.234212,-63.127499,Province House,46.23493795367154,-63.1258749961853,History Museum,300
Charlottetown,46.234212,-63.127499,Starbucks,46.236339747903,-63.12779619926814,Coffee Shop,300
Charlottetown,46.234212,-63.127499,Shoppers Drug Mart,46.235125,-63.128571,Pharmacy,300
Charlottetown,46.234212,-63.127499,China Garden,46.23349584285013,-63.126793058072494,Chinese Restaurant,300
Charlottetown,46.234212,-63.127499,Confederation Court Mall,46.2352146455162,-63.128048207877534,Shopping Mall,300
Charlottetown,46.234212,-63.127499,Subway,46.2347323,-63.128151,Sandwich Place,300
Charlottetown,46.234212,-63.127499,Courtside Sneakers,46.234789530124374,-63.12865376472473,Shoe Store,300
Churchill,58.77001,-94.16548900000001,Gypsy's Bakery,58.768179610565305,-94.16914429435464,Coffee Shop,300
Churchill,58.77001,-94.16548900000001,Prince Of Wales Fort,58.77161561336573,-94.16470238942645,Harbor / Marina,300
Churchill,58.77001,-94.16548900000001,Eskimo Museum,58.770191627300036,-94.16710138320923,Art Museum,300
Churchill,58.77001,-94.16548900000001,Hudson Bay Beach,58.76851252779712,-94.16746915951313,Beach,300
Churchill,58.77001,-94.16548900000001,Polar Bear Bed and Breakfast,58.76759935875179,-94.1648144647479,Bed & Breakfast,300
Edmonton,53.541762,-113.496502,Remedy Cafe,53.540782923628115,-113.49740498074345,Café,300
Edmonton,53.541762,-113.496502,Corso 32,53.54094890526599,-113.49875156315315,Italian Restaurant,300
Edmonton,53.541762,-113.496502,The Old Spaghetti Factory,53.54355467775372,-113.49754943416583,Italian Restaurant,300
Edmonton,53.541762,-113.496502,Sabor Divino,53.543151995499194,-113.49752832442137,Restaurant,300
Edmonton,53.541762,-113.496502,LUX Steakhouse + Bar,53.54172805627135,-113.49405542794989,Steakhouse,300
Edmonton,53.541762,-113.496502,Credo Coffee,53.541737731366624,-113.4989804307515,Coffee Shop,300
Edmonton,53.541762,-113.496502,Y Afterhours,53.53961195977678,-113.49584963570453,Nightclub,300
Edmonton,53.541762,-113.496502,DeVine Wines,53.54105714544119,-113.49929935015028,Wine Shop,300
Edmonton,53.541762,-113.496502,Uccellino,53.540819,-113.498693,Italian Restaurant,300
Edmonton,53.541762,-113.496502,The Cask & Barrel,53.54055250351425,-113.49932837728412,Whisky Bar,300
Edmonton,53.541762,-113.496502,Tzin,53.54133741557251,-113.49914935447478,Tapas Restaurant,300
Edmonton,53.541762,-113.496502,Sabor Divino,53.543062560024055,-113.49751045265066,Mediterranean Restaurant,300
Edmonton,53.541762,-113.496502,Bistro Praha,53.541129653783955,-113.4938772854905,Eastern European Restaurant,300
Edmonton,53.541762,-113.496502,Drift Mobile Eatery,53.541996015280965,-113.49846505077028,Food Truck,300
Edmonton,53.541762,-113.496502,Evolution Wonderlounge,53.54313067759274,-113.49761446779198,Gay Bar,300
Edmonton,53.541762,-113.496502,Cavern,53.54243037629711,-113.49904077945115,Cheese Shop,300
Edmonton,53.541762,-113.496502,Bricco,53.54087250732387,-113.49876548162443,Lounge,300
Edmonton,53.541762,-113.496502,Evoolution Olive & Specialty Oils & Vinegars,53.54143933460134,-113.4989433907987,Miscellaneous Shop,300
Edmonton,53.541762,-113.496502,The Creperie,53.54357402338591,-113.49762566223269,Creperie,300
Edmonton,53.541762,-113.496502,Sunterra Market,53.54199489721182,-113.49441473494342,Food & Drink Shop,300
Edmonton,53.541762,-113.496502,Chicken for Lunch,53.5416196652816,-113.49322176707038,Chinese Restaurant,300
Edmonton,53.541762,-113.496502,Fionn MacCool's,53.543398039210025,-113.49559106662419,Irish Pub,300
Edmonton,53.541762,-113.496502,Landmark Theatres,53.54359794221303,-113.49458486365208,Movie Theater,300
Edmonton,53.541762,-113.496502,I Love Sushi,53.54148640716539,-113.50091585378533,Sushi Restaurant,300
Edmonton,53.541762,-113.496502,Second Cup,53.542985095483225,-113.49550724029541,Coffee Shop,300
Edmonton,53.541762,-113.496502,State & Main Kitchen & Bar,53.54058709211121,-113.49356847679736,Restaurant,300
Edmonton,53.541762,-113.496502,SUBWAY,53.543193006800465,-113.49769246547316,Sandwich Place,300
Edmonton,53.541762,-113.496502,YMCA,53.542989632028196,-113.49640680990669,Gym,300
Edmonton,53.541762,-113.496502,Brixx Bar & Grill,53.53982175467007,-113.49599599965352,Rock Club,300
Edmonton,53.541762,-113.496502,Starbucks,53.541754,-113.494757,Coffee Shop,300
Edmonton,53.541762,-113.496502,Shoppers Drug Mart,53.540571,-113.499946,Pharmacy,300
Edmonton,53.541762,-113.496502,Holt Renfrew,53.542964578067405,-113.49472002459127,Clothing Store,300
Edmonton,53.541762,-113.496502,RBC Royal Bank,53.543436246084354,-113.49467039108276,Bank,300
Edmonton,53.541762,-113.496502,Wok Box,53.54092188103267,-113.49492447788208,Asian Restaurant,300
Edmonton,53.541762,-113.496502,Starbucks,53.541252,-113.493218,Coffee Shop,300
Edmonton,53.541762,-113.496502,The Chopped Leaf,53.54185009930062,-113.49432871924027,Salad Place,300
Edmonton,53.541762,-113.496502,Press'd The Sandwich Company,53.54353382328693,-113.494448063142,Sandwich Place,300
Edmonton,53.541762,-113.496502,Haweli,53.54340612052297,-113.49745935843717,Indian Restaurant,300
Edmonton,53.541762,-113.496502,V Sandwiches,53.541572169307194,-113.4923924940416,Vietnamese Restaurant,300
Edmonton,53.541762,-113.496502,Manulife Place,53.54266555044982,-113.49501259489938,Office,300
Edmonton,53.541762,-113.496502,Subway,53.541713665492594,-113.49320315887343,Sandwich Place,300
Edmonton,53.541762,-113.496502,Oodle Noodle,53.54098249746845,-113.49887460434061,Noodle House,300
Edmonton,53.541762,-113.496502,Kelly's Pub,53.54223011981734,-113.49879547199069,Pub,300
Edmonton,53.541762,-113.496502,Thai Express,53.543602,-113.494866,Restaurant,300
Edmonton,53.541762,-113.496502,Hudson's Bay,53.5433651,-113.49679988,Department Store,300
Edmonton,53.541762,-113.496502,Shoppers Drug Mart,53.543678,-113.494041,Pharmacy,300
Edmonton,53.541762,-113.496502,Zenari's,53.542718032394184,-113.49505117217551,Café,300
Edmonton,53.541762,-113.496502,Second Cup,53.54077461210028,-113.4983348814564,Coffee Shop,300
Edmonton,53.541762,-113.496502,Delta Edmonton Centre Suite Hotel,53.54354314080573,-113.4956684706901,Hotel,300
Edmonton,53.541762,-113.496502,The Bay,53.54345258179739,-113.49647264635712,Department Store,300
Edmonton,53.541762,-113.496502,Edmonton City Centre,53.54354611676058,-113.4949278831482,Shopping Mall,300
Edmonton,53.541762,-113.496502,The Starlite Room,53.53978468890733,-113.49606974640969,Rock Club,300
Edmonton,53.541762,-113.496502,Madison's Grill,53.540986,-113.492287,New American Restaurant,300
Edmonton,53.541762,-113.496502,Coast Edmonton Plaza Hotel,53.54217576848977,-113.500990879422,Hotel,300
Edmonton,53.541762,-113.496502,The Hat,53.5407612838745,-113.49703959077056,Gastropub,300
Edmonton,53.541762,-113.496502,McDonald's,53.54170669567269,-113.49464140134603,Fast Food Restaurant,300
Edmonton,53.541762,-113.496502,7-Eleven,53.54070268226816,-113.49901020526886,Convenience Store,300
Edmonton,53.541762,-113.496502,Commerce Place,53.54191496974932,-113.49444838640943,Shopping Mall,300
Edmonton,53.541762,-113.496502,Ricky's All Day Grill,53.543373953896726,-113.49423604901042,Diner,300
Edmonton,53.541762,-113.496502,Shoppers Drug Mart,53.543442,-113.493347,Pharmacy,300
Edmonton,53.541762,-113.496502,Beauty Boutique by Shoppers Drug Mart,53.543694,-113.494292,Cosmetics Shop,300
Fort Nelson,58.803779000000006,-122.696529,Subway,58.805132,-122.6992577,Sandwich Place,300
Fredericton,45.962307,-66.642358,Palate Restaurant & Cafe,45.96233821565255,-66.64177617467865,Restaurant,300
Fredericton,45.962307,-66.642358,Picaroon's Brewtique,45.96270143991616,-66.64273113600812,Brewery,300
Fredericton,45.962307,-66.642358,Jonnie Java Roasters,45.96222556449052,-66.6438521302399,Coffee Shop,300
Fredericton,45.962307,-66.642358,Luna Pizza,45.962245983394084,-66.64378803516881,Italian Restaurant,300
Fredericton,45.962307,-66.642358,540 Kitchen and Bar,45.961656778289964,-66.64015241997615,Gastropub,300
Fredericton,45.962307,-66.642358,Second Cup,45.961385308725056,-66.64237172448938,Coffee Shop,300
Fredericton,45.962307,-66.642358,coffee and friends,45.96184175217495,-66.6434794324334,Coffee Shop,300
Fredericton,45.962307,-66.642358,The Abbey Café & Gallery,45.96130052761985,-66.64018759391118,Café,300
Fredericton,45.962307,-66.642358,Chess Piece Pâtisserie & Cafe,45.96335372107381,-66.64401723703803,Café,300
Fredericton,45.962307,-66.642358,Victory Meat Market,45.96266077425184,-66.64582023719537,Grocery Store,300
Fredericton,45.962307,-66.642358,Read's News Stand,45.9618593629089,-66.64346436837323,Coffee Shop,300
Fredericton,45.962307,-66.642358,Dimitri's Souvlaki,45.963092842907464,-66.64447869166825,Greek Restaurant,300
Fredericton,45.962307,-66.642358,Naru Japanese Cuisine,45.961706,-66.64014,Sushi Restaurant,300
Fredericton,45.962307,-66.642358,Officer's Square,45.961754,-66.639084,Park,300
Fredericton,45.962307,-66.642358,Cora's Breakfast & Lunch,45.96228195163872,-66.64160727304274,Breakfast Spot,300
Fredericton,45.962307,-66.642358,Smoke's Poutinerie,45.962031742981544,-66.64402060672332,Fast Food Restaurant,300
Fredericton,45.962307,-66.642358,Strange Adventures,45.96273341059763,-66.64331491173887,Hobby Shop,300
Fredericton,45.962307,-66.642358,Wilser's Room,45.963191666243254,-66.64408938206513,Bar,300
Fredericton,45.962307,-66.642358,Isaac's Way Restaurant,45.96163171650769,-66.64128677229519,Bar,300
Fredericton,45.962307,-66.642358,Brewbakers,45.960703010329865,-66.64093545005407,Restaurant,300
Fredericton,45.962307,-66.642358,Willie O'Ree Place,45.96301728332759,-66.64610042029459,Hockey Arena,300
Fredericton,45.962307,-66.642358,Dolan's Pub,45.96288634112784,-66.644615486447,Pub,300
Fredericton,45.962307,-66.642358,Shan,45.96181784725138,-66.64370561336787,Chinese Restaurant,300
Fredericton,45.962307,-66.642358,Capital Complex,45.96324522583414,-66.64412340655724,Bar,300
Fredericton,45.962307,-66.642358,Shoppers Drug Mart,45.961288,-66.643286,Pharmacy,300
Fredericton,45.962307,-66.642358,bulgogi,45.96152194430416,-66.6427423523576,Korean Restaurant,300
Fredericton,45.962307,-66.642358,Subway,45.96268666242843,-66.64502099649883,Sandwich Place,300
Fredericton,45.962307,-66.642358,boom! Nightclub,45.962315043137686,-66.64164454554812,Nightclub,300
Fredericton,45.962307,-66.642358,King's Place Mall,45.961678671180785,-66.6432671003085,Shopping Mall,300
Fredericton,45.962307,-66.642358,New Brunswick Sports Hall Of Fame,45.962006069158605,-66.64068346571551,Museum,300
Fredericton,45.962307,-66.642358,Dooley's,45.96186072771008,-66.6423327804814,Pool Hall,300
Fredericton,45.962307,-66.642358,unplugged,45.96265709625068,-66.64321806498715,General Entertainment,300
Fredericton,45.962307,-66.642358,Endeavours & Thinkplay,45.962798,-66.6428,Arts & Crafts Store,300
Fredericton,45.962307,-66.642358,Room 2 Remember,45.962001,-66.641214,Furniture / Home Store,300
Fredericton,45.962307,-66.642358,Phoenix Square,45.963597527434835,-66.6436141054441,Office,300
Fredericton,45.962307,-66.642358,Burrito Jax,45.962587,-66.644659,Mexican Restaurant,300
Fredericton,45.962307,-66.642358,Harvest Jazz And Blues Store,45.960632,-66.639385,Clothing Store,300
Halifax,44.646946,-63.575615,Stillwell Beer Bar,44.646908289093275,-63.57387460568352,Bar,300
Halifax,44.646946,-63.575615,The Stubborn Goat Gastropub,44.64538905565271,-63.57446730077915,Gastropub,300
Halifax,44.646946,-63.575615,The Wooden Monkey,44.64696747823336,-63.57547073718991,Vegetarian / Vegan Restaurant,300
Halifax,44.646946,-63.575615,Gio Restaurant,44.647067610032344,-63.57601730970989,Restaurant,300
Halifax,44.646946,-63.575615,Weird Harbour Espresso Bar,44.64653130676529,-63.57373927369271,Coffee Shop,300
Halifax,44.646946,-63.575615,Neptune Theatre,44.64608519567339,-63.574121049659134,Theater,300
Halifax,44.646946,-63.575615,The Five Fishermen,44.648028703444574,-63.57504485010113,Seafood Restaurant,300
Halifax,44.646946,-63.575615,Freak Lunchbox,44.64770837942512,-63.574449380402314,Candy Store,300
Halifax,44.646946,-63.575615,Taz Records,44.64551769094908,-63.575490887074245,Record Shop,300
Halifax,44.646946,-63.575615,Obladee Wine Bar,44.64620386787298,-63.57372612553381,Wine Bar,300
Halifax,44.646946,-63.575615,Scotiabank Centre,44.64813269406417,-63.57718413134533,Event Space,300
Halifax,44.646946,-63.575615,Willy's,44.64505682297124,-63.57407847929238,Burger Joint,300
Halifax,44.646946,-63.575615,Barrington Steakhouse & Oyster Bar,44.6466884922462,-63.57387225199774,Steakhouse,300
Halifax,44.646946,-63.575615,The Press Gang,44.647121712036444,-63.574549218717664,American Restaurant,300
Halifax,44.646946,-63.575615,Halifax Citadel National Historic Site,44.647114204474626,-63.57899538346471,Historic Site,300
Halifax,44.646946,-63.575615,Lot Six,44.64679765680727,-63.5745036756427,Restaurant,300
Halifax,44.646946,-63.575615,Dharma Sushi,44.645442,-63.573945,Sushi Restaurant,300
Halifax,44.646946,-63.575615,Grand Parade Square,44.648156091314476,-63.57509103224672,Plaza,300
Halifax,44.646946,-63.575615,The Old Triangle Irish Alehouse,44.64765384730835,-63.572307333904746,Pub,300
Halifax,44.646946,-63.575615,Le French Fix Pâtisserie,44.6471285133573,-63.574867216129995,Bakery,300
Halifax,44.646946,-63.575615,The Old Apothecary,44.645241059487915,-63.573176897357335,Bakery,300
Halifax,44.646946,-63.575615,Star Anise,44.6456777236571,-63.573308634698755,Vietnamese Restaurant,300
Halifax,44.646946,-63.575615,MEC Halifax,44.645569964487905,-63.572606226099595,Clothing Store,300
Halifax,44.646946,-63.575615,Art Gallery of Nova Scotia,44.648337777698934,-63.57305288314819,Art Gallery,300
Halifax,44.646946,-63.575615,Cambridge Suites Hotel Halifax,44.64513420470037,-63.57562458310603,Hotel,300
Halifax,44.646946,-63.575615,The Black Market Boutique,44.64484391379341,-63.574348808686096,Jewelry Store,300
Halifax,44.646946,-63.575615,World Tea House,44.64599416322513,-63.57415562446326,Tea Room,300
Halifax,44.646946,-63.575615,Bitter End Martini Bar & Restaurant,44.6453754945372,-63.5739806895976,Cocktail Bar,300
Halifax,44.646946,-63.575615,Biscuit General Store,44.64621190109759,-63.57461073890586,Gift Shop,300
Halifax,44.646946,-63.575615,Halifax Mooseheads,44.648230827620374,-63.57707394919855,Hockey Arena,300
Halifax,44.646946,-63.575615,The Carleton Music Bar & Grill,44.64711615508256,-63.574658699734165,Cocktail Bar,300
Halifax,44.646946,-63.575615,Venus Envy,44.646085,-63.573488,Bookstore,300
Halifax,44.646946,-63.575615,The Nomad Gourmet,44.64799732222106,-63.575107239309176,Food Truck,300
Halifax,44.646946,-63.575615,Durty Nelly's Authentic Irish Pub,44.646196965214855,-63.57382201645609,Pub,300
Halifax,44.646946,-63.575615,Pita Pit,44.645708190760026,-63.57416997038841,Sandwich Place,300
Halifax,44.646946,-63.575615,Five Guys,44.646186169102364,-63.57454238075493,Burger Joint,300
Halifax,44.646946,-63.575615,Tempo Food + Drink,44.649448742347694,-63.57517638853821,Restaurant,300
Halifax,44.646946,-63.575615,Burrito Jax,44.64525411507184,-63.57336951805938,Burrito Place,300
Halifax,44.646946,-63.575615,The Keg Steakhouse + Bar - Halifax,44.64688029866431,-63.57622827397387,Restaurant,300
Halifax,44.646946,-63.575615,Fujiyama Japanese Restaurant,44.644941527674256,-63.57429414325814,Sushi Restaurant,300
Halifax,44.646946,-63.575615,Halifax Alehouse,44.64667681819663,-63.57653551739522,Pub,300
Halifax,44.646946,-63.575615,Prince George Hotel,44.64733274699489,-63.57606614141255,Hotel,300
Halifax,44.646946,-63.575615,Antojo’s Taco + Tequila,44.646626712337984,-63.57440753403665,Mexican Restaurant,300
Halifax,44.646946,-63.575615,The Middle Spoon Desserterie & Bar,44.64548041829353,-63.57320104699868,Dessert Shop,300
Halifax,44.646946,-63.575615,The Auction House,44.647682602472344,-63.57519890278881,Gastropub,300
Halifax,44.646946,-63.575615,DeSerres,44.6450618851286,-63.57295833557024,Arts & Crafts Store,300
Halifax,44.646946,-63.575615,Economy Shoe Shop,44.646439994362204,-63.57449323551982,Bar,300
Halifax,44.646946,-63.575615,DoubleTree by Hilton,44.646801,-63.5722898,Hotel,300
Halifax,44.646946,-63.575615,McKelvie's,44.647543,-63.57204,Seafood Restaurant,300
Halifax,44.646946,-63.575615,Mezza Lebanese Kitchen,44.645304757185045,-63.5731485568693,Pizza Place,300
Halifax,44.646946,-63.575615,Steve-O-Reno's Cappuccino,44.644323246256775,-63.5753638840692,Breakfast Spot,300
Halifax,44.646946,-63.575615,Noble,44.64542854895573,-63.573183816439226,Speakeasy,300
Halifax,44.646946,-63.575615,Elle's Bistro,44.64720649623324,-63.574268779934116,Bistro,300
Halifax,44.646946,-63.575615,TD Canada Trust,44.64850570021129,-63.57441410422325,Bank,300
Halifax,44.646946,-63.575615,Starbucks,44.64621982954958,-63.57373366583426,Coffee Shop,300
Halifax,44.646946,-63.575615,Delta Barrington,44.64961735349499,-63.57519994876255,Hotel,300
Halifax,44.646946,-63.575615,Dollarama,44.64942,-63.57655,Discount Store,300
High Level,58.514318,-117.136904,High Level Arena,58.51496,-117.14047,Hockey Arena,300
Iqaluit,63.749418000000006,-68.521182,Baffin Deli,63.749647101381086,-68.52114887521702,Deli / Bodega,300
Iqaluit,63.749418000000006,-68.521182,The Snack,63.748197098737556,-68.52215346995237,Diner,300
Iqaluit,63.749418000000006,-68.521182,Legion,63.749339045986304,-68.52518803513546,Bar,300
Iqaluit,63.749418000000006,-68.521182,Quick Stop,63.74865523061121,-68.5203069171266,Convenience Store,300
Moncton,46.089909999999996,-64.780679,Calactus cafe restaurant,46.09201712678155,-64.77912011656535,Vegetarian / Vegan Restaurant,300
Moncton,46.089909999999996,-64.780679,Taj Mahal,46.08801653978635,-64.77988906058273,Indian Restaurant,300
Moncton,46.089909999999996,-64.780679,Capitol Theatre,46.08858798864302,-64.7793728836748,Theater,300
Moncton,46.089909999999996,-64.780679,Red Satay,46.09149543817464,-64.7817860025738,Vietnamese Restaurant,300
Moncton,46.089909999999996,-64.780679,Navigator's Pub,46.08846889639784,-64.7794511073413,Pub,300
Moncton,46.089909999999996,-64.780679,Cafe C'est La Vie,46.088264128107866,-64.77844887661162,Café,300
Moncton,46.089909999999996,-64.780679,Starbucks,46.088584,-64.777829,Coffee Shop,300
Moncton,46.089909999999996,-64.780679,The Old Triangle Irish Alehouse,46.08864156981607,-64.77773651860367,Pub,300
Moncton,46.089909999999996,-64.780679,St. James Gate,46.088707583311326,-64.77807195055863,Bar,300
Moncton,46.089909999999996,-64.780679,Gusto Italian Grill & Bar,46.087905,-64.778462,Italian Restaurant,300
Moncton,46.089909999999996,-64.780679,Piatto Pizzeria & enoteca,46.08860022045412,-64.77799928193345,Italian Restaurant,300
Moncton,46.089909999999996,-64.780679,TD Canada Trust,46.08797386998733,-64.77920159698215,Bank,300
Moncton,46.089909999999996,-64.780679,The Old Cosmo Complex,46.088417060970684,-64.77744860187778,Nightclub,300
Montreal,45.506276,-73.56590200000001,Place des Festivals,45.50726422293791,-73.56741428375244,Plaza,300
Montreal,45.506276,-73.56590200000001,Place des Arts,45.50813123533511,-73.56596877466284,Performing Arts Venue,300
Montreal,45.506276,-73.56590200000001,Cinéma Imperial,45.50664890652925,-73.56769200366912,Movie Theater,300
Montreal,45.506276,-73.56590200000001,Esplanade de la Place des Arts,45.507708632734094,-73.56583081422299,Plaza,300
Montreal,45.506276,-73.56590200000001,Brasserie T,45.507251999183616,-73.56649446008318,French Restaurant,300
Montreal,45.506276,-73.56590200000001,Lola Rosa,45.507021,-73.566403,Vegetarian / Vegan Restaurant,300
Montreal,45.506276,-73.56590200000001,Courtyard Montreal Downtown,45.50526884082178,-73.56419831514359,Hotel,300
Montreal,45.506276,-73.56590200000001,Chocolats Favoris,45.508148780196976,-73.56523514485079,Dessert Shop,300
Montreal,45.506276,-73.56590200000001,La Cage,45.507744786264155,-73.56561206108678,Sports Bar,300
Montreal,45.506276,-73.56590200000001,Luminotherapie,45.50766363682667,-73.56708558755265,Public Art,300
Montreal,45.506276,-73.56590200000001,Musée d'art contemporain de Montréal (MAC) (Musée d'art contemporain de Montréal (MACM)),45.50785097286559,-73.56670633766454,Art Museum,300
Montreal,45.506276,-73.56590200000001,NYKS Bistro Pub,45.50632425917815,-73.56638244378388,French Restaurant,300
Montreal,45.506276,-73.56590200000001,Salle Claude-Léveillée,45.508070375711405,-73.56575311271025,Performing Arts Venue,300
Montreal,45.506276,-73.56590200000001,Salle Wilfrid Pelletier - Place des Arts,45.50849945163347,-73.56709996990374,Concert Hall,300
Montreal,45.506276,-73.56590200000001,Café Parvis,45.505817,-73.569302,Café,300
Montreal,45.506276,-73.56590200000001,FOU D'ICI,45.50705742098161,-73.5691614805547,Gourmet Shop,300
Montreal,45.506276,-73.56590200000001,Monsieur Restaurant + Bar,45.5047025313352,-73.56361253549095,Restaurant,300
Montreal,45.506276,-73.56590200000001,Maison du Festival Rio Tinto Alcan - Galerie lounge TD,45.50676959802198,-73.5667014424875,Building,300
Montreal,45.506276,-73.56590200000001,Lucky's Truck,45.50749659879096,-73.56832474310599,Food Truck,300
Montreal,45.506276,-73.56590200000001,Eggspectation,45.507344302176435,-73.56599111068611,Breakfast Spot,300
Montreal,45.506276,-73.56590200000001,L'Astral,45.50669548774848,-73.56668065374224,Jazz Club,300
Montreal,45.506276,-73.56590200000001,La Finca – café & bureau,45.50452048526137,-73.56311578607162,Café,300
Montreal,45.506276,-73.56590200000001,Théâtre Maisonneuve,45.508462927727926,-73.5655005040261,Theater,300
Montreal,45.506276,-73.56590200000001,Winners,45.50784828684112,-73.56417258937476,Department Store,300
Montreal,45.506276,-73.56590200000001,SAQ Sélection,45.506015,-73.569436,Liquor Store,300
Montreal,45.506276,-73.56590200000001,Théâtre Jean Duceppe,45.508031152686875,-73.56544017791748,Theater,300
Montreal,45.506276,-73.56590200000001,biirū,45.505104900801804,-73.56886654760454,Japanese Restaurant,300
Montreal,45.506276,-73.56590200000001,Miss Prêt à Manger,45.50475961823262,-73.56364812487229,Gastropub,300
Montreal,45.506276,-73.56590200000001,Café du Nouveau Monde,45.50882337065106,-73.56472458136264,French Restaurant,300
Montreal,45.506276,-73.56590200000001,Tiradito,45.50454438091839,-73.5634049166857,Peruvian Restaurant,300
Montreal,45.506276,-73.56590200000001,A&W,45.505387,-73.567974,Fast Food Restaurant,300
Montreal,45.506276,-73.56590200000001,Théâtre du Nouveau Monde,45.50876311012148,-73.56457869433221,Performing Arts Venue,300
Montreal,45.506276,-73.56590200000001,Opéra de Montreal,45.508271755944975,-73.5682725906372,Opera House,300
Montreal,45.506276,-73.56590200000001,Belgo Building,45.50581959225691,-73.5670589357165,Building,300
Montreal,45.506276,-73.56590200000001,Complexe Desjardins,45.50748258279826,-73.56455235325555,Shopping Mall,300
Montreal,45.506276,-73.56590200000001,MAC: Leonard Cohen Expo,45.5078204012925,-73.56660317656353,Art Museum,300
Montreal,45.506276,-73.56590200000001,Furco,45.505737368493435,-73.56877169402283,Lounge,300
Montreal,45.506276,-73.56590200000001,La Grande-Place - Complexe Desjardins,45.507503301034035,-73.56453806888416,Plaza,300
Montreal,45.506276,-73.56590200000001,Taverne F,45.507532,-73.566713,Portuguese Restaurant,300
Montreal,45.506276,-73.56590200000001,Presse Café,45.50509197007485,-73.56817885049452,Coffee Shop,300
Montreal,45.506276,-73.56590200000001,AC Hotel Montreal Downtown,45.50580176421155,-73.56365583837038,Hotel,300
Montreal,45.506276,-73.56590200000001,PappaRoti,45.505910416027724,-73.56738531592782,Bakery,300
Montreal,45.506276,-73.56590200000001,Starbucks,45.506936,-73.566061,Coffee Shop,300
Montreal,45.506276,-73.56590200000001,Club Pelicano,45.504440778772626,-73.56343656778336,Cocktail Bar,300
Montreal,45.506276,-73.56590200000001,Gesù,45.50580341736081,-73.56598316560795,Concert Hall,300
Montreal,45.506276,-73.56590200000001,Ashtanga Yoga,45.50586111450993,-73.56735101781742,Yoga Studio,300
Montreal,45.506276,-73.56590200000001,Blumenthal,45.50678500959093,-73.56658135357951,Restaurant,300
Montreal,45.506276,-73.56590200000001,Rocky Mountain,45.5075868732638,-73.5646415105407,Dessert Shop,300
Nain,56.542536,-61.694467,Atsanik Lodge,56.542578,-61.695713,Hotel,300
Nain,56.542536,-61.694467,The North West Company,56.54326248168945,-61.6900634765625,Supermarket,300
Ottawa,45.421401,-75.699699,Sheraton Ottawa Hotel,45.4208462,-75.6977118,Hotel,300
Ottawa,45.421401,-75.699699,Alt Hotel Ottawa,45.41997315577382,-75.69894832209684,Hotel,300
Ottawa,45.421401,-75.699699,Juice Monkey,45.41953670977729,-75.69944471827394,Juice Bar,300
Ottawa,45.421401,-75.699699,Ottawa Streat Gourmet,45.42084635549554,-75.69855045716199,Food Truck,300
Ottawa,45.421401,-75.699699,Queen St Fare,45.420948,-75.69937,Bar,300
Ottawa,45.421401,-75.699699,TELUS,45.41958742355808,-75.6994791480437,IT Services,300
Ottawa,45.421401,-75.699699,Sansotei Ramen 三草亭,45.41891961658025,-75.69932781411583,Noodle House,300
Ottawa,45.421401,-75.699699,Cafe Deluxe,45.42174369765377,-75.69631040400665,Café,300
Ottawa,45.421401,-75.699699,Mad Radish,45.42161322684433,-75.69672048360431,Theme Restaurant,300
Ottawa,45.421401,-75.699699,Bridgehead,45.419974659292386,-75.69748011721676,Coffee Shop,300
Ottawa,45.421401,-75.699699,Bier Markt,45.42165658472595,-75.69964064662196,Restaurant,300
Ottawa,45.421401,-75.699699,Stroked Ego,45.419286,-75.699698,Men's Store,300
Ottawa,45.421401,-75.699699,Angry Dragonz,45.42074485678192,-75.69823212643382,Food Truck,300
Ottawa,45.421401,-75.699699,Northern Lights Sound and Light Show,45.423855675085406,-75.69851976721479,Plaza,300
Ottawa,45.421401,-75.699699,Caribbean Sizzler,45.41927376236027,-75.69971538788573,Caribbean Restaurant,300
Ottawa,45.421401,-75.699699,Downtown YMCA-YWCA,45.42068697171134,-75.69980616482286,Gym,300
Ottawa,45.421401,-75.699699,Bridgehead,45.420073845150505,-75.70016701301832,Coffee Shop,300
Ottawa,45.421401,-75.699699,Escape Manor,45.420665269693984,-75.70034643341528,Theme Park,300
Ottawa,45.421401,-75.699699,Bridgehead,45.42266344155772,-75.69722035453937,Coffee Shop,300
Ottawa,45.421401,-75.699699,Bijou,45.419289743845695,-75.69972956823142,Lounge,300
Ottawa,45.421401,-75.699699,Ad Mare,45.42010028748938,-75.69780809219424,Food Truck,300
Ottawa,45.421401,-75.699699,GoodLife Fitness Ottawa Queen and Bank,45.421146,-75.700422,Gym,300
Ottawa,45.421401,-75.699699,Thai Express,45.421624,-75.697472,Restaurant,300
Ottawa,45.421401,-75.699699,India Palace,45.419410578839354,-75.70201736307658,Indian Restaurant,300
Ottawa,45.421401,-75.699699,Shoppers Drug Mart,45.421624,-75.697472,Pharmacy,300
Ottawa,45.421401,-75.699699,Le Moulin de Provence,45.422286090032685,-75.69698006568451,Café,300
Ottawa,45.421401,-75.699699,Winners,45.4218124,-75.6993954,Department Store,300
Ottawa,45.421401,-75.699699,Shawarma Express,45.42092732628616,-75.69638282060623,Middle Eastern Restaurant,300
Ottawa,45.421401,-75.699699,RBC Royal Bank,45.420484691705866,-75.70053844919323,Bank,300
Ottawa,45.421401,-75.699699,Swizzles,45.419489849387354,-75.70236734573768,Karaoke Bar,300
Ottawa,45.421401,-75.699699,Tim Hortons,45.4212528,-75.7007798,Coffee Shop,300
